numAllocBlue,numAllocRed,cohesionMax,convergeBlue,convergeRed,weightBlue,weightRed,stayingPwHVT,yAlpha,yBeta,zAlpha,zBeta
1,9,500,500,10000,10,10,11,1001,1001,1,1001
9,9,500,500,10000,10,0,11,1001,1001,1001,1001
1,1,10000,500,10000,10,10,11,1001,1001,1,1001
9,1,10000,500,10000,10,0,11,1001,1001,1001,1001
1,9,10000,500,10000,10,0,11,1001,1001,1001,1001
9,9,10000,500,10000,10,10,11,1001,1001,1,1001
1,1,500,10000,10000,10,10,11,1001,1001,1001,1001
9,1,500,10000,10000,10,0,11,1001,1001,1,1001
1,9,500,10000,10000,10,0,11,1001,1001,1,1001
9,9,500,10000,10000,10,10,11,1001,1001,1001,1001
1,1,10000,10000,10000,10,0,11,1001,1001,1,1001
9,1,10000,10000,10000,10,10,11,1001,1001,1001,1001
1,9,10000,10000,10000,10,10,11,1001,1001,1001,1001
9,9,10000,10000,10000,10,0,11,1001,1001,1,1001
5,5,5250,5250,5250,5,5,6,501,501,501,501
5,5,5250,5250,5250,5,5,6,501,501,501,501
9,5,5250,5250,5250,5,5,6,501,501,501,501
1,5,5250,5250,5250,5,5,6,501,501,501,501
5,9,5250,5250,5250,5,5,6,501,501,501,501
5,1,5250,5250,5250,5,5,6,501,501,501,501
5,5,10000,5250,5250,5,5,6,501,501,501,501
5,5,500,5250,5250,5,5,6,501,501,501,501
5,5,5250,10000,5250,5,5,6,501,501,501,501
5,5,5250,500,5250,5,5,6,501,501,501,501
5,5,5250,5250,10000,5,5,6,501,501,501,501
5,5,5250,5250,500,5,5,6,501,501,501,501
5,5,5250,5250,5250,10,5,6,501,501,501,501
5,5,5250,5250,5250,0,5,6,501,501,501,501
5,5,5250,5250,5250,5,10,6,501,501,501,501
5,5,5250,5250,5250,5,0,6,501,501,501,501
5,5,5250,5250,5250,5,5,11,501,501,501,501
5,5,5250,5250,5250,5,5,1,501,501,501,501
5,5,5250,5250,5250,5,5,6,1001,501,501,501
5,5,5250,5250,5250,5,5,6,1,501,501,501
5,5,5250,5250,5250,5,5,6,501,1001,501,501
5,5,5250,5250,5250,5,5,6,501,1,501,501
5,5,5250,5250,5250,5,5,6,501,501,1001,501
5,5,5250,5250,5250,5,5,6,501,501,1,501
5,5,5250,5250,5250,5,5,6,501,501,501,1001
5,5,5250,5250,5250,5,5,6,501,501,501,1
